Disclaimer: I extracted this by injecting printing statements in the P-Chain code. There is no warranty for accuracy and it is all your responsibility to use this data.,,,,,
Tx ID,Address,Type of Reward,nAVAX,Node,Time
3S1PALghudvgvGih7uFpjBCkVTnK2ibSfPiTxufxhRa1myaXR,P-avax15c642snfnk5g8n4kdz228erv83wlf6kyctuhtp,delegator,11183468211,NodeID-9Uis3D51cjQauBaBPnqsvKjKg8Byj6Xwb,2021-01-13T09:01:08-05:00
3S1PALghudvgvGih7uFpjBCkVTnK2ibSfPiTxufxhRa1myaXR,P-avax15c642snfnk5g8n4kdz228erv83wlf6kyctuhtp,delegatee,972475497,NodeID-9Uis3D51cjQauBaBPnqsvKjKg8Byj6Xwb,2021-01-13T09:01:08-05:00
x2HgxMWR9iuZSwCuVkthutK2AeEbBp42LwUJJS3w6M5ZZFsku,P-avax10zrpgxxch08u2xvu4zqgumavyv4j4ca8kvcaln,delegator,805772758,NodeID-QHEv5so6SF3J6f1scKtWz8zhG2X4KwtN1,2021-01-13T10:06:12-05:00
x2HgxMWR9iuZSwCuVkthutK2AeEbBp42LwUJJS3w6M5ZZFsku,P-avax10zrpgxxch08u2xvu4zqgumavyv4j4ca8kvcaln,delegatee,16444343,NodeID-QHEv5so6SF3J6f1scKtWz8zhG2X4KwtN1,2021-01-13T10:06:12-05:00
mbukWmwQvDcayB2nEy7acEhytzDBQch9R2apWsu5LZWdWFQxU,P-avax1gjxfjxptd7cqj080s7jquw6jky0kqlkuelyzaj,delegator,2715202561,NodeID-9Uis3D51cjQauBaBPnqsvKjKg8Byj6Xwb,2021-01-13T10:51:45-05:00
mbukWmwQvDcayB2nEy7acEhytzDBQch9R2apWsu5LZWdWFQxU,P-avax1gjxfjxptd7cqj080s7jquw6jky0kqlkuelyzaj,delegatee,236104571,NodeID-9Uis3D51cjQauBaBPnqsvKjKg8Byj6Xwb,2021-01-13T10:51:45-05:00
6nXkJ7zfPtsSwin1eg9k1cfu27ao4U1uMsTzVx8GWjKFP8JEY,P-avax1ul7qw20ajfwjen0xev7eglah5yge4wt4vwwq46,delegator,53203608919,NodeID-QHEv5so6SF3J6f1scKtWz8zhG2X4KwtN1,2021-01-13T10:56:10-05:00
6nXkJ7zfPtsSwin1eg9k1cfu27ao4U1uMsTzVx8GWjKFP8JEY,P-avax1ul7qw20ajfwjen0xev7eglah5yge4wt4vwwq46,delegatee,1085787938,NodeID-QHEv5so6SF3J6f1scKtWz8zhG2X4KwtN1,2021-01-13T10:56:10-05:00
uDNCiXikRft12gc5bQzoBiwUammtsLQSvfsg5nAUGyZByVp9B,P-avax1e595cxxy598rxvqv4y89j62ecfvqzy6cgpelza,delegator,529346027,NodeID-HpMSfYT2ox1vkr1hFNMwmdWuq8QWhvH2u,2021-01-13T11:05:41-05:00
uDNCiXikRft12gc5bQzoBiwUammtsLQSvfsg5nAUGyZByVp9B,P-avax1e595cxxy598rxvqv4y89j62ecfvqzy6cgpelza,delegatee,10802981,NodeID-HpMSfYT2ox1vkr1hFNMwmdWuq8QWhvH2u,2021-01-13T11:05:41-05:00
N1ZKUyemVWe6jvvWxptyzDiT74t3dgRqxfWcdhcVMAxwFPF4C,P-avax12zh9ypeee26awqn76x9u69v90qs79gscnwq976,delegator,357383865664,NodeID-DM1v7fHC87etS4WfVv7wjh9neC7SGDKRB,2021-01-13T11:40:22-05:00
N1ZKUyemVWe6jvvWxptyzDiT74t3dgRqxfWcdhcVMAxwFPF4C,P-avax12zh9ypeee26awqn76x9u69v90qs79gscnwq976,delegatee,7293548279,NodeID-DM1v7fHC87etS4WfVv7wjh9neC7SGDKRB,2021-01-13T11:40:22-05:00
29tkwyMEqo262RN6EZrEhH8GAuyudw3chmyyzWHN11fpFBzDjx,P-avax1ye0rse7naj27dq9cg6udnzpx3d32wut8l06d5s,delegator,372897611,NodeID-NYa1ebjSRTYXaxKCkTii1yJXGdkasbTWc,2021-01-13T11:42:20-05:00
29tkwyMEqo262RN6EZrEhH8GAuyudw3chmyyzWHN11fpFBzDjx,P-avax1ye0rse7naj27dq9cg6udnzpx3d32wut8l06d5s,delegatee,7610156,NodeID-NYa1ebjSRTYXaxKCkTii1yJXGdkasbTWc,2021-01-13T11:42:20-05:00
fCDWwnLCxifbxB4PsyugfErWHcJXWF6yn45LmTyLxpH14Zz8T,P-avax1qw20gwfcngk4cnmvazeylwjwmnvqwhcasr7vvt,delegator,9168831602,NodeID-QHEv5so6SF3J6f1scKtWz8zhG2X4KwtN1,2021-01-13T12:56:36-05:00
fCDWwnLCxifbxB4PsyugfErWHcJXWF6yn45LmTyLxpH14Zz8T,P-avax1qw20gwfcngk4cnmvazeylwjwmnvqwhcasr7vvt,delegatee,187119013,NodeID-QHEv5so6SF3J6f1scKtWz8zhG2X4KwtN1,2021-01-13T12:56:36-05:00
2SSiPB7KaAV17rTpAt4qzvYevkXgRPRfksHF3Qwy9PBmANxZ17,P-avax1pngwnauldq9e34wgqras49gj7vvvn6xp6tg380,delegator,1360747349,NodeID-48jiL3fyVtZzF9eycSrorGbBFmt6NSuqD,2021-01-13T13:17:34-05:00
2SSiPB7KaAV17rTpAt4qzvYevkXgRPRfksHF3Qwy9PBmANxZ17,P-avax1pngwnauldq9e34wgqras49gj7vvvn6xp6tg380,delegatee,27770355,NodeID-48jiL3fyVtZzF9eycSrorGbBFmt6NSuqD,2021-01-13T13:17:34-05:00
Lt844bsSCBxKpsEQ6JkKFUXYo49oz1yFmXghywJDYjhGWKtkL,P-avax1stdzt6ns4fuxu957k9k4ylawaj9ydpp4gg2n3v,delegator,4310748335,NodeID-HpMSfYT2ox1vkr1hFNMwmdWuq8QWhvH2u,2021-01-13T14:16:51-05:00
Lt844bsSCBxKpsEQ6JkKFUXYo49oz1yFmXghywJDYjhGWKtkL,P-avax1stdzt6ns4fuxu957k9k4ylawaj9ydpp4gg2n3v,delegatee,87974456,NodeID-HpMSfYT2ox1vkr1hFNMwmdWuq8QWhvH2u,2021-01-13T14:16:51-05:00
bNsdtbThLinTQw3Yf7FoHSYXVUPYH3kt6MxeoNAjwA1mmjujw,P-avax1kx0q4kjyfxv2rpjd77f2ecty906hhajvnkkmh8,delegator,79085929903,NodeID-N2t1CAS75972obgtRPHwVanMnRF1rRo1B,2021-01-13T16:23:00-05:00
bNsdtbThLinTQw3Yf7FoHSYXVUPYH3kt6MxeoNAjwA1mmjujw,P-avax1kx0q4kjyfxv2rpjd77f2ecty906hhajvnkkmh8,delegatee,1613998570,NodeID-N2t1CAS75972obgtRPHwVanMnRF1rRo1B,2021-01-13T16:23:00-05:00
YChsbCCYxbRz5kw44V12EHfobG6pB2QiTcmPYqN6ode4Je3LE,P-avax1z83ehl6rf834xn6lt58j63v2me6p8m67034zxm,delegator,72963411667,NodeID-MGrikMRTmooL1j7uawPHjaMS1cXkbewdb,2021-01-13T18:48:40-05:00
YChsbCCYxbRz5kw44V12EHfobG6pB2QiTcmPYqN6ode4Je3LE,P-avax1z83ehl6rf834xn6lt58j63v2me6p8m67034zxm,delegatee,1489049218,NodeID-MGrikMRTmooL1j7uawPHjaMS1cXkbewdb,2021-01-13T18:48:40-05:00
jQ3D9tnjDkD4wXzHaS8mNCBsZM1EuRsT8ME9Wq2erZnSinCr3,P-avax1xl9v04eaaa972q4lq3uteqhhee358umglc38wv,delegator,1728606612,NodeID-MeFQ9uUwZaTxES5dZyxmChwUpnj6CWDBh,2021-01-13T22:19:13-05:00
jQ3D9tnjDkD4wXzHaS8mNCBsZM1EuRsT8ME9Wq2erZnSinCr3,P-avax1xl9v04eaaa972q4lq3uteqhhee358umglc38wv,delegatee,432151654,NodeID-MeFQ9uUwZaTxES5dZyxmChwUpnj6CWDBh,2021-01-13T22:19:13-05:00
gmRPvRQuMj33zmj7qk683FSkNeBBmrKMhynC9LFkT5vuv95cK,P-avax12vklkrz4ce4vpvhws5x52qd375cx34lkrrj4ju,delegator,11839439903,NodeID-2q5VzTqQ6bAw7H7JuW5eP5TSQbiio2g8K,2021-01-14T00:34:18-05:00
gmRPvRQuMj33zmj7qk683FSkNeBBmrKMhynC9LFkT5vuv95cK,P-avax12vklkrz4ce4vpvhws5x52qd375cx34lkrrj4ju,delegatee,241621223,NodeID-2q5VzTqQ6bAw7H7JuW5eP5TSQbiio2g8K,2021-01-14T00:34:18-05:00
2nnaGvPQPVR6yUsHUL7abZbY4Yx3z9YY1UgyjWjGoEo82LmiWA,P-avax1d8hkqyaw7un4fjl64fgjhfgrh60atguf9waypa,delegator,229407057,NodeID-Le5rVEBBPdgYEcEJpvYeKo36hRs75WE5S,2021-01-14T01:11:50-05:00
2nnaGvPQPVR6yUsHUL7abZbY4Yx3z9YY1UgyjWjGoEo82LmiWA,P-avax1d8hkqyaw7un4fjl64fgjhfgrh60atguf9waypa,delegatee,12074056,NodeID-Le5rVEBBPdgYEcEJpvYeKo36hRs75WE5S,2021-01-14T01:11:50-05:00
QgeEetBaSfSkh5uVgT2218QvoN2tSmmtVKLXGnRLah7aKcwcL,P-avax19t0javwxzcsxflhlpr8v3hvmqh2yq4249qn7ty,delegator,21177304161,NodeID-5bHjc5xDgTXzCv6mCJQiiXZPei2WaYk7M,2021-01-14T02:02:31-05:00
QgeEetBaSfSkh5uVgT2218QvoN2tSmmtVKLXGnRLah7aKcwcL,P-avax19t0javwxzcsxflhlpr8v3hvmqh2yq4249qn7ty,delegatee,432189881,NodeID-5bHjc5xDgTXzCv6mCJQiiXZPei2WaYk7M,2021-01-14T02:02:31-05:00
2B2vUukggiBna7tsUTaJTuQcAY4Jt7NNu8yRPiyvJhBdxQzYDt,P-avax1s4asl4lwv3w3mngc598taqyx58lnh49z6hy3aq,delegator,137652460,NodeID-N2t1CAS75972obgtRPHwVanMnRF1rRo1B,2021-01-14T02:08:04-05:00
2B2vUukggiBna7tsUTaJTuQcAY4Jt7NNu8yRPiyvJhBdxQzYDt,P-avax1s4asl4lwv3w3mngc598taqyx58lnh49z6hy3aq,delegatee,2809234,NodeID-N2t1CAS75972obgtRPHwVanMnRF1rRo1B,2021-01-14T02:08:04-05:00
1PNfwma2ppLkVuDXsFHdibnXVBZvWCzT6sAFEnkSb99gTVqak,P-avax1dul7dlnumd7r4409l5m38d406a43pgqe4cryeh,delegator,112317486,NodeID-JpSbAFWbh6BSMHaLBeeVy8GUUyBJfx2HZ,2021-01-14T03:17:24-05:00
1PNfwma2ppLkVuDXsFHdibnXVBZvWCzT6sAFEnkSb99gTVqak,P-avax1dul7dlnumd7r4409l5m38d406a43pgqe4cryeh,delegatee,28079372,NodeID-JpSbAFWbh6BSMHaLBeeVy8GUUyBJfx2HZ,2021-01-14T03:17:24-05:00
Fo7Un4XRATj7c6hiD5a5JCeWjecJUq6fone32CRXWYPP3bopZ,P-avax1dmujtye0wvm69zqnjkcf3c0plk2ucyytg5ykps,delegator,319393977,NodeID-QHEv5so6SF3J6f1scKtWz8zhG2X4KwtN1,2021-01-14T03:23:08-05:00
Fo7Un4XRATj7c6hiD5a5JCeWjecJUq6fone32CRXWYPP3bopZ,P-avax1dmujtye0wvm69zqnjkcf3c0plk2ucyytg5ykps,delegatee,6518245,NodeID-QHEv5so6SF3J6f1scKtWz8zhG2X4KwtN1,2021-01-14T03:23:08-05:00
2rYzrqfahLtqNADmkgEpiDkEywHJqBu3b5oK84g8nNbXx6kPiY,P-avax1ka9rwx8u7guhkk4t5zfaezk6rwjapr88vdgfxy,delegator,136839956,NodeID-HpMSfYT2ox1vkr1hFNMwmdWuq8QWhvH2u,2021-01-14T03:25:53-05:00
2rYzrqfahLtqNADmkgEpiDkEywHJqBu3b5oK84g8nNbXx6kPiY,P-avax1ka9rwx8u7guhkk4t5zfaezk6rwjapr88vdgfxy,delegatee,2792653,NodeID-HpMSfYT2ox1vkr1hFNMwmdWuq8QWhvH2u,2021-01-14T03:25:53-05:00
UbYdTwz92u13b1JMTRxUeGZgH9k5BxV8a86xk8G2wkq7gXBj5,P-avax17clc8cjg9fgp6gmn8cghzpul07cp0vla0uncct,staking,15344020699,NodeID-7ULxX37k6SSaTX3oF5RdrxL9r5aGZu75M,2021-01-14T04:00:33-05:00
2bjXLAMCb8RJrrVRgkjXwcZqDhpzEuu912wRXAERjxupDNR4pz,P-avax1jdd6y9k8pjkmfz67vsxpveklxhqjwju7ayezv8,staking,29466842410,NodeID-NFKCsuQR2ARMsvm6gCDDL2VqzkGj5Te7t,2021-01-14T04:00:37-05:00
23DJTTWE7R1ZNMsorawTqxDTHPGhGL2hA1HfNe29HWKCGpRSmW,P-avax1m8522f6rdpp3akrc67cmuwfqduvacv4rdl0f0p,delegator,21386386550,NodeID-Cec1fqHuYfNHjH6TZaWwYMxM2EgYfUD9h,2021-01-14T04:07:18-05:00
23DJTTWE7R1ZNMsorawTqxDTHPGhGL2hA1HfNe29HWKCGpRSmW,P-avax1m8522f6rdpp3akrc67cmuwfqduvacv4rdl0f0p,delegatee,2376265173,NodeID-Cec1fqHuYfNHjH6TZaWwYMxM2EgYfUD9h,2021-01-14T04:07:18-05:00
ecuBYndMz5bL4f81NUwTzmqGsjd5mMpiTkVhWjZ6K197tLssm,P-avax17rxl88vurv5lsk3wdn4zp5dz6murnqvf8aja5z,delegator,206478342,NodeID-MGrikMRTmooL1j7uawPHjaMS1cXkbewdb,2021-01-14T04:15:05-05:00
ecuBYndMz5bL4f81NUwTzmqGsjd5mMpiTkVhWjZ6K197tLssm,P-avax17rxl88vurv5lsk3wdn4zp5dz6murnqvf8aja5z,delegatee,4213844,NodeID-MGrikMRTmooL1j7uawPHjaMS1cXkbewdb,2021-01-14T04:15:05-05:00
1QutTbrhDV3HTi1a6CYSbCH4jPYXhbkECtRvbWLv9qqUprsak,P-avax1ljr6khf892qtyqrw9pp5guuxwz5pn45028c29m,staking,16002451185,NodeID-MwAgBwdYow8FuqUmU6NRCZRMN756Sjq1w,2021-01-14T04:55:04-05:00
b6UtscgXnXgDuzrgNRcVgVDVw31JShUXniJG3QHRvkoQcukZh,P-avax1qzpex26jmmk7d08vg738vx39j00uhh5g5ln6sp,delegator,790807196391,NodeID-E2cZYRHSCUKk7wBia3Pmg1gFT6Y8A5Vxo,2021-01-14T05:00:22-05:00
b6UtscgXnXgDuzrgNRcVgVDVw31JShUXniJG3QHRvkoQcukZh,P-avax1qzpex26jmmk7d08vg738vx39j00uhh5g5ln6sp,delegatee,16138922376,NodeID-E2cZYRHSCUKk7wBia3Pmg1gFT6Y8A5Vxo,2021-01-14T05:00:22-05:00
Fykp6tVpVARGtTL5oKcv5h9VGMvBYjcfL1rryFWdPgbeKzRMw,P-avax100eewnrpvsjfcgectugthkhrc6kty27qdevgd6,delegator,3901073713,NodeID-HpMSfYT2ox1vkr1hFNMwmdWuq8QWhvH2u,2021-01-14T05:09:46-05:00
Fykp6tVpVARGtTL5oKcv5h9VGMvBYjcfL1rryFWdPgbeKzRMw,P-avax100eewnrpvsjfcgectugthkhrc6kty27qdevgd6,delegatee,79613750,NodeID-HpMSfYT2ox1vkr1hFNMwmdWuq8QWhvH2u,2021-01-14T05:09:46-05:00
HfFdxnZvSCJQQuay44WTkHyP8zyVedkb3bFjz6gjTGhFeY7Zv,P-avax1au3y0fxzr6rxp6a2qd5jz6nwwm8ehlj6zychde,delegator,3445801146,NodeID-Le5rVEBBPdgYEcEJpvYeKo36hRs75WE5S,2021-01-14T05:28:00-05:00
HfFdxnZvSCJQQuay44WTkHyP8zyVedkb3bFjz6gjTGhFeY7Zv,P-avax1au3y0fxzr6rxp6a2qd5jz6nwwm8ehlj6zychde,delegatee,181357956,NodeID-Le5rVEBBPdgYEcEJpvYeKo36hRs75WE5S,2021-01-14T05:28:00-05:00
2tW1mVnvitY1GVuZ3iNCQqGHp2HL9S8QJwHbKUqzteXpKhCNyT,P-avax15h7z6ypv52d2nxr2wnpstff652z720498zlcxk,delegator,9124812241,NodeID-MGrikMRTmooL1j7uawPHjaMS1cXkbewdb,2021-01-14T05:43:05-05:00
2tW1mVnvitY1GVuZ3iNCQqGHp2HL9S8QJwHbKUqzteXpKhCNyT,P-avax15h7z6ypv52d2nxr2wnpstff652z720498zlcxk,delegatee,186220658,NodeID-MGrikMRTmooL1j7uawPHjaMS1cXkbewdb,2021-01-14T05:43:05-05:00
CZctUhtNf8sx47XNCvNcTi3UzWyH12JRGTgwWhW2iNybvxJsH,P-avax18k2dpwa7vrj5h7duaxkk8zqca5pprsf779qg9d,delegator,85387222765,NodeID-51FhWPJeoPS1ZuNt88S6nzZMxUHBPAziQ,2021-01-14T05:43:06-05:00
CZctUhtNf8sx47XNCvNcTi3UzWyH12JRGTgwWhW2iNybvxJsH,P-avax18k2dpwa7vrj5h7duaxkk8zqca5pprsf779qg9d,delegatee,1742596383,NodeID-51FhWPJeoPS1ZuNt88S6nzZMxUHBPAziQ,2021-01-14T05:43:06-05:00
2MwRvadFkzTh3zhhzE3fD8Jy1CfmhevKeok7LLvYRRnBaKKTUX,P-avax1xjle7d268f2yjp40tck4wue0kcqjxtykx92wqd,delegator,427617634,NodeID-QHEv5so6SF3J6f1scKtWz8zhG2X4KwtN1,2021-01-14T05:47:28-05:00
2MwRvadFkzTh3zhhzE3fD8Jy1CfmhevKeok7LLvYRRnBaKKTUX,P-avax1xjle7d268f2yjp40tck4wue0kcqjxtykx92wqd,delegatee,8726891,NodeID-QHEv5so6SF3J6f1scKtWz8zhG2X4KwtN1,2021-01-14T05:47:28-05:00
2ey4MCy167QBTTGKKhK13RBCjim2N5DRHxzASEc88EZVsBoYrK,P-avax10jlmltylk90gk8azv9rgkjd3zy452e3q6jjs7j,delegator,134033407,NodeID-Le5rVEBBPdgYEcEJpvYeKo36hRs75WE5S,2021-01-14T05:57:45-05:00
2ey4MCy167QBTTGKKhK13RBCjim2N5DRHxzASEc88EZVsBoYrK,P-avax10jlmltylk90gk8azv9rgkjd3zy452e3q6jjs7j,delegatee,7054390,NodeID-Le5rVEBBPdgYEcEJpvYeKo36hRs75WE5S,2021-01-14T05:57:45-05:00
2fRVnYx9KyeFbRSaq28zYJAPnUgK32HHid22WdyvPEJ8eyHWn,P-avax13y8nst59ndm3frk54ne0pdh6vv46h9f5snmtk8,delegator,2998622756,NodeID-DY32qCC36AbHfZMDZT7w76Zz9rzzapyKP,2021-01-14T06:07:09-05:00
2fRVnYx9KyeFbRSaq28zYJAPnUgK32HHid22WdyvPEJ8eyHWn,P-avax13y8nst59ndm3frk54ne0pdh6vv46h9f5snmtk8,delegatee,61196383,NodeID-DY32qCC36AbHfZMDZT7w76Zz9rzzapyKP,2021-01-14T06:07:09-05:00
MnrntdTcozDcHYqVnjuhpZwT77js7C1zBgfnCMzWgYE2xsU6K,P-avax1xaa0a2vxj2yjg6rwln3egyj6cdfka52mf0j7e0,staking,10803946181,NodeID-DY32qCC36AbHfZMDZT7w76Zz9rzzapyKP,2021-01-14T06:07:09-05:00
wsAuUR5zHmBt4XoNR8VTzNQbnzk23gFZy6Ar7FMAUnqkACKBH,P-avax1xaa0a2vxj2yjg6rwln3egyj6cdfka52mf0j7e0,delegator,11053189740,NodeID-2q5VzTqQ6bAw7H7JuW5eP5TSQbiio2g8K,2021-01-14T06:11:31-05:00
wsAuUR5zHmBt4XoNR8VTzNQbnzk23gFZy6Ar7FMAUnqkACKBH,P-avax1xaa0a2vxj2yjg6rwln3egyj6cdfka52mf0j7e0,delegatee,225575301,NodeID-2q5VzTqQ6bAw7H7JuW5eP5TSQbiio2g8K,2021-01-14T06:11:31-05:00
2igKXyJTsVjuuHX1bba6MAM6yepEspzVQhgowpYaaE6p63L7Da,P-avax1shnrfk0csx79h4nmjdfqrlgvvppf34m62c2q2e,delegator,7146296139,NodeID-2q5VzTqQ6bAw7H7JuW5eP5TSQbiio2g8K,2021-01-14T06:42:27-05:00
2igKXyJTsVjuuHX1bba6MAM6yepEspzVQhgowpYaaE6p63L7Da,P-avax1shnrfk0csx79h4nmjdfqrlgvvppf34m62c2q2e,delegatee,145842779,NodeID-2q5VzTqQ6bAw7H7JuW5eP5TSQbiio2g8K,2021-01-14T06:42:27-05:00
22ebDnW5xsm516FbPCpzExHAV5G2zdymygDsCtgffeTZPwaJsa,P-avax15s0ce9ug8n74l87ulr43x5jtq2x44ccdhsyach,delegator,424807397,NodeID-Le5rVEBBPdgYEcEJpvYeKo36hRs75WE5S,2021-01-14T07:14:42-05:00
22ebDnW5xsm516FbPCpzExHAV5G2zdymygDsCtgffeTZPwaJsa,P-avax15s0ce9ug8n74l87ulr43x5jtq2x44ccdhsyach,delegatee,22358285,NodeID-Le5rVEBBPdgYEcEJpvYeKo36hRs75WE5S,2021-01-14T07:14:42-05:00
xZAJFvHumiUEqCV8tCRjBcGaSgzFN2JcUVx8uLGX4n61NktYD,P-avax1d7p3k3nja8gtezhdcv3n086a9a8tdx833epw56,delegator,397071344,NodeID-N2t1CAS75972obgtRPHwVanMnRF1rRo1B,2021-01-14T07:20:27-05:00
xZAJFvHumiUEqCV8tCRjBcGaSgzFN2JcUVx8uLGX4n61NktYD,P-avax1d7p3k3nja8gtezhdcv3n086a9a8tdx833epw56,delegatee,8103497,NodeID-N2t1CAS75972obgtRPHwVanMnRF1rRo1B,2021-01-14T07:20:27-05:00
ZNpeuCnwmWJoRzqHF81kppK8mC6eKDMq1c5DP6zS2sraG1MHg,P-avax1sxnksn4jcqlyx4ntll05nd3gtnq6w0wwnclc3y,delegator,4678841403,NodeID-N2t1CAS75972obgtRPHwVanMnRF1rRo1B,2021-01-14T07:55:17-05:00
ZNpeuCnwmWJoRzqHF81kppK8mC6eKDMq1c5DP6zS2sraG1MHg,P-avax1sxnksn4jcqlyx4ntll05nd3gtnq6w0wwnclc3y,delegatee,95486560,NodeID-N2t1CAS75972obgtRPHwVanMnRF1rRo1B,2021-01-14T07:55:17-05:00
2JSSrBttbNZwiqzoMqud7Fe9ZUTUDppoJPGuvbivS4F1wWw51U,P-avax1pyqup5njmnknxr97kvgch0wt49g7pjkcqn5wx5,delegator,2218228695,NodeID-QHEv5so6SF3J6f1scKtWz8zhG2X4KwtN1,2021-01-14T08:44:28-05:00
2JSSrBttbNZwiqzoMqud7Fe9ZUTUDppoJPGuvbivS4F1wWw51U,P-avax1pyqup5njmnknxr97kvgch0wt49g7pjkcqn5wx5,delegatee,45269974,NodeID-QHEv5so6SF3J6f1scKtWz8zhG2X4KwtN1,2021-01-14T08:44:28-05:00
2QgMZAmAQFnLk5mwQWVikKH3jMisF4z5tka5BRSprEdw53Egjw,P-avax1n9kdapul6wlg0tntx02jk5pv5a02ms6ckc94xp,staking,28320316154,NodeID-Mh2CYeqq13aHtGZU6JPTTbZtv7a3ccYey,2021-01-14T08:55:24-05:00
biCej1sHBeGVhRkAwasVbKmRcqMZtcSau3666M9CJeLVeyKmU,P-avax1xne4uv95nexh4p34gl0xfem7c4vj0etq63huhr,delegator,4926476618,NodeID-PL7xq98yQ9kTYyGDvVQg3efowKeHug3HN,2021-01-14T10:07:49-05:00
biCej1sHBeGVhRkAwasVbKmRcqMZtcSau3666M9CJeLVeyKmU,P-avax1xne4uv95nexh4p34gl0xfem7c4vj0etq63huhr,delegatee,475361779,NodeID-PL7xq98yQ9kTYyGDvVQg3efowKeHug3HN,2021-01-14T10:07:49-05:00
2cAcaZKkGNi91F4QfMf6WZXXSmAkGe8PES61UxwKQBYymST26C,P-avax1mvgzvd09dmf23t6xxq0suhvt3mgenk45q278k2,delegator,278726004778,NodeID-N2t1CAS75972obgtRPHwVanMnRF1rRo1B,2021-01-14T10:21:57-05:00
2cAcaZKkGNi91F4QfMf6WZXXSmAkGe8PES61UxwKQBYymST26C,P-avax1mvgzvd09dmf23t6xxq0suhvt3mgenk45q278k2,delegatee,5688285812,NodeID-N2t1CAS75972obgtRPHwVanMnRF1rRo1B,2021-01-14T10:21:57-05:00
AyTh3Znha8bFoPAu4ffFa98vgotHmhKMrtSzHitozj12XRTgn,P-avax1spjhuhzy898jvn0cg7e8hv0nmgsww8zuka56rs,delegator,505986050,NodeID-L3mZgU6DmiSgpwftZwitk4BJ69feK2qCJ,2021-01-14T11:30:57-05:00
AyTh3Znha8bFoPAu4ffFa98vgotHmhKMrtSzHitozj12XRTgn,P-avax1spjhuhzy898jvn0cg7e8hv0nmgsww8zuka56rs,delegatee,126496513,NodeID-L3mZgU6DmiSgpwftZwitk4BJ69feK2qCJ,2021-01-14T11:30:57-05:00
2oKiYDFjmR6MX1BcqLjUTwZMQuJA63ms3WWM5RooGoNp1RHXHX,P-avax1aq36uhqzzqd4uj5l25snkk4de58ne34ntlfq2n,delegator,10106313579,NodeID-6BB2rz6oSXshkaywH7BnKCE9FCqWVGq5J,2021-01-14T11:41:01-05:00
2oKiYDFjmR6MX1BcqLjUTwZMQuJA63ms3WWM5RooGoNp1RHXHX,P-avax1aq36uhqzzqd4uj5l25snkk4de58ne34ntlfq2n,delegatee,878809877,NodeID-6BB2rz6oSXshkaywH7BnKCE9FCqWVGq5J,2021-01-14T11:41:01-05:00
2jQS76fM5DQMUhNbgpSBKRCXyzcyeRx4gMzoQnF8MEtcAbsPDF,P-avax1fh4q0k6unzlk9dkrqa6q0kt9clflluuyqqjftf,delegator,10125885656,NodeID-JpSbAFWbh6BSMHaLBeeVy8GUUyBJfx2HZ,2021-01-14T11:49:13-05:00
2jQS76fM5DQMUhNbgpSBKRCXyzcyeRx4gMzoQnF8MEtcAbsPDF,P-avax1fh4q0k6unzlk9dkrqa6q0kt9clflluuyqqjftf,delegatee,2531471415,NodeID-JpSbAFWbh6BSMHaLBeeVy8GUUyBJfx2HZ,2021-01-14T11:49:13-05:00
jhHnz3KBKH4JLoFjwBcgTe3XZ2VKWvNnXB1EEq7dq2vsut6bp,P-avax12ewwu3tdtw4vw70gmst06zp6ug375r5lg5qr2w,delegator,11730498344,NodeID-N4r8sLfeDVa2c9eDFpE4wuxJccUku3LKu,2021-01-14T11:50:51-05:00
jhHnz3KBKH4JLoFjwBcgTe3XZ2VKWvNnXB1EEq7dq2vsut6bp,P-avax12ewwu3tdtw4vw70gmst06zp6ug375r5lg5qr2w,delegatee,617394650,NodeID-N4r8sLfeDVa2c9eDFpE4wuxJccUku3LKu,2021-01-14T11:50:51-05:00
SxTq8R6bLtFQ5zftRGpd7f2Eqf2G7dxDQwHc5LeRJaPyzH9mg,P-avax1gqvd838zt2tgu5tr99n892q3lpvzz0up8hkh2t,delegator,7843192937,NodeID-6sLdnpLBDDMG2eEzgdiGjTkne7a1iETEu,2021-01-14T11:54:34-05:00
SxTq8R6bLtFQ5zftRGpd7f2Eqf2G7dxDQwHc5LeRJaPyzH9mg,P-avax1gqvd838zt2tgu5tr99n892q3lpvzz0up8hkh2t,delegatee,412799629,NodeID-6sLdnpLBDDMG2eEzgdiGjTkne7a1iETEu,2021-01-14T11:54:34-05:00
2wKGzJMYEGMtpZuKYLGYJTgd6hW63cN73gPNt3MGFs21tZJ12T,P-avax1yfhkkznn9dumxj8zn6un4a02x4uvs766mjazz2,delegator,223635482,NodeID-EkvXF2Sxi5XcHnscti1kYzdVCUA3WhdFW,2021-01-14T11:56:36-05:00
2wKGzJMYEGMtpZuKYLGYJTgd6hW63cN73gPNt3MGFs21tZJ12T,P-avax1yfhkkznn9dumxj8zn6un4a02x4uvs766mjazz2,delegatee,24848387,NodeID-EkvXF2Sxi5XcHnscti1kYzdVCUA3WhdFW,2021-01-14T11:56:36-05:00
FnWxFWz7zmp2Cr4kAMPgUpJEXkMQ2UUZLos1MF8V4bmrUmnj1,P-avax1r2crzm0e4k5mqh826sa20m4gs4wgd7a3h8jwt2,delegator,7103156662,NodeID-P9TzSYxJohyCH6TLM5Jh7owVFJihowCsU,2021-01-14T12:43:14-05:00
